pageid,ns,title
8379184,0,Greenhouse Mafia
8391417,0,Carbon dioxide equivalent
8412979,0,National Black Chamber of Commerce
8417961,0,Rural development
8420814,0,International Geosphere-Biosphere Programme
8423310,0,Patricia Harrison
8432385,0,Dispatchable generation
8436001,0,Sustainable procurement
8489778,0,NGAC
8492366,0,Model output statistics
8515216,0,Allan Savory
8585353,0,Bear Swamp Hydroelectric Power Station
8615325,0,Honor the Earth
8665792,14,Category:Effects of climate change
8740520,0,KINT-IRGT
8757546,0,Between the Strokes of Night
8772915,0,Hell and High Water (book)
8855042,0,Building insulation material
8856894,0,Energy poverty
8864153,0,Energy policy of the European Union
8865423,0,Energy policy of India
8904811,0,Gold Standard (carbon offset standard)
8909138,0,Energy policy of Russia
8922110,0,Intergenerational equity
8941378,0,MIT General Circulation Model
8941842,0,Low-carbon economy
8958850,0,Uunartoq Qeqertaq
8962853,0,Marcia McNutt
8981673,0,Blaney–Criddle equation
8991205,0,Indian Ocean Dipole
9002790,0,James Spann
9039270,0,"United States Senate Environment and Public Works Subcommittee on Public Sector Solutions to Global Warming, Oversight, and Children's Health Protection"
9051795,0,Prime Ministerial Task Group on Emissions Trading
9058630,0,World energy consumption
9068275,0,Extinction risk from climate change
9109829,0,Lavoisier Group
9119140,0,Wind power in Australia
9128229,0,Bård Lahn
9128774,0,South Atlantic High
9139631,0,Fran Pavley
9157605,0,Coal in Australia
9163700,0,Climate Change Agreement (UK)
9165195,0,Chris Freeman (scientist)
9170292,0,Robert O. Mendelsohn
9173320,0,Ministry of Climate and Environment (Norway)
9180013,0,Geophysical Fluid Dynamics Laboratory Coupled Model
9185833,0,Energy descent
9205603,0,European Climate Forum
9211722,0,Investor Network on Climate Risk
9223854,0,Greenhouse debt
9238407,0,Renewable portfolio standards in the United States
9239718,0,2000-watt society
9247275,0,International Solar Energy Society
9249852,0,Thomas Knutson
9250002,0,Energy planning
9257264,0,FLUXNET
9264241,0,Jules Boykoff
9270031,0,IPCC First Assessment Report
9307728,0,Calcium aluminate cements
9347277,0,Renewable energy in Germany
9374856,0,Solar power in Australia
9380774,0,Perusahaan Listrik Negara
9391414,0,Cyclostratigraphy
9405895,0,Virgin Earth Challenge
9424422,0,Richard Alley
9425162,0,"United States House Energy Subcommittee on Environment, Manufacturing, and Critical Minerals"
9425201,0,Energy policy of Kazakhstan
9431809,0,Climate Change Coalition
9462962,0,The Weather Makers
9466487,0,Jean-Robert Petit
9470070,0,Henrik Svensmark
9495873,0,Energy policy of Australia
9503738,0,Global Green USA
9527795,0,Save Our Selves
9528025,0,Greenhouse gas emissions
9558617,0,Renewable energy in Scotland
9560337,0,Energy security
9590913,0,Big Ask (campaign)
9591749,0,Effects of global warming on Australia
9591966,0,Groundwater-related subsidence
9613870,0,Susan Solomon
9623824,0,Ian Lowe
9629917,0,Building-integrated photovoltaics
9637136,0,New York State Energy Research and Development Authority
9657108,0,Greenbelt Alliance
9717400,0,Climate change in popular culture
9719332,0,Carbon Trade Watch
9742791,0,Western Climate Initiative
9746768,0,Global Environmental Multiscale Model
9754030,0,Land surface models (climate)
9774491,0,Biomass heating system
9797914,0,Canadian Land Surface Scheme
9798051,0,ERA-40
9808909,0,Vegetable oils as alternative energy
9852997,0,Boreal ecosystem
9869126,0,The Great Global Warming Swindle
9946026,0,William Richard Peltier
9946212,0,United States House Select Committee on Energy Independence and Global Warming
9963332,0,History of the petroleum industry
9983443,0,Acterra
9990573,0,Climate classification
9992652,0,Carl Wunsch
10031054,0,Climate Change Act 2008
10031058,0,Climate Change Bill
10031822,0,Climate Change Committee
10034125,0,Office of Energy Efficiency and Renewable Energy
10040229,0,Green infrastructure
10043098,0,Piers Corbyn
10066930,0,Mark Diesendorf
10072598,0,Nir Shaviv
10086576,0,Avoiding Dangerous Climate Change (2005 conference)
10117102,0,CISL Research Data Archive
10128999,0,Eigil Friis-Christensen
10152593,0,Great Green Wall (China)
10160132,0,Wendy Foden
10175040,0,David Phillips (climatologist)
10176541,0,Climate change conspiracy theory
10185278,0,Geography and wealth
10186884,0,The Greenhouse Conspiracy
10204330,0,Disaster risk reduction
10211794,0,Exner function
10218487,0,Global Roundtable on Climate Change
10244353,0,Environmental threats to the Great Barrier Reef
10279586,0,Paul Kingsnorth
10299027,0,Low-carbon emission
10300378,0,Clean fuel
10310675,0,The 2030 °Challenge
10310830,0,Climate appraisal
10337796,0,Renewable energy in Australia
10346175,0,MEMO model (wind-flow simulation)
10375018,0,Checkerspot (magazine)
10385691,0,Earth Hour
10418624,0,Renewable energy commercialization
10450931,0,Petroleum industry in Russia
10456882,0,Technological fix
10484411,0,Richard Tol
10494337,0,Syun-Ichi Akasofu
10495378,0,Tim Patterson
10502506,0,Mayors Climate Protection Center
10540827,0,Kirk Bryan (oceanographer)
10580575,0,Energy in Iran
10590916,0,Tyndall Centre
10592546,0,Trident Seafoods
10613593,0,U.S. Climate Action Partnership
10708511,0,Social cost of carbon
10783647,0,World Steel Association
10838742,0,Economics of nuclear power plants
10851298,0,Global Commons Institute
10862119,0,"IPCC supplementary report, 1992"
10865637,0,Climate change in South Asia
10871285,0,Foundation for the Rights of Future Generations
10896791,0,T. N. Krishnamurti
10916482,0,Intermediate General Circulation Model
10933354,0,Flick Off
10934212,0,Air pollution
10942530,0,Solar Cities in Australia
10948326,0,Petr Chýlek
10974112,0,Alternatives to car use
11004306,0,Shrinking the footprint
11017175,0,Environmental impact of fishing
11036055,0,Grid-tied electrical system
11049117,0,Carbon project
11052418,0,Tropical peat
11058555,0,Mobile emission reduction credit
11130515,0,Reid Bryson
11142859,0,"100,000-year problem"
11153863,0,Carbon price
11169849,0,Plastics industry
11173421,0,Biosphere model
11176752,0,Revised Simple Biosphere Model (SIB-2)
11184833,0,Environment California
11238257,0,North American Mesoscale Model
11251601,0,Carbon dioxide in Earth's atmosphere
11255291,0,The Climate Registry
11255805,0,The Carbon War
11271075,0,Marine Isotope Stage 11
11280356,0,Gerald North
11286568,0,World Electric Vehicle Association
11302706,0,Morganza to the Gulf
11335844,0,Greenhouse gas emissions by the United States
11373849,0,Global Carbon Project
11376541,0,Carbon Emission Reduction Target
11378407,0,CRC Energy Efficiency Scheme
11422661,0,Monica Kristensen Solås
11453612,0,Hemispherical photography
11469727,14,Category:Natural disasters in Wisconsin
11476283,0,Effects of climate change on marine mammals
11544231,0,Fossil fuels lobby
11558762,0,Total equivalent warming impact
11568347,0,Greenhouse Solutions with Sustainable Energy
11584565,0,Carbon Pollution Reduction Scheme
11588698,0,Energy policy of China
11588774,0,Coal-fired power station
11612450,0,Financial incentives for photovoltaics
11635513,0,Ecotourism in South Africa
11662952,0,Den Selvforsynende Landsby
11675105,0,Keystone Pipeline
11715090,0,Chesapeake Climate Action Network
11723653,0,Christopher Flavin
11726297,0,Paul VI Audience Hall
11730924,0,Merit order
11745478,0,Trillion Tree Campaign
11749089,0,Green electricity in the United Kingdom
11749910,0,Cheese
11753924,0,Climate risk management
11760070,0,NatCarb
11762923,0,Don Easterbrook
11774737,0,CBM-CFS3
11791198,0,Bioclimatology
11830775,0,Avoiding Mass Extinctions Engine
11869917,0,Southeast Asian haze
11882110,0,Mitigation of peak oil
11889003,14,Category:Climate change articles needing expert attention
11898706,0,Milieudefensie
11903602,0,"United States Senate Commerce Subcommittee on Oceans, Fisheries, Climate Change and Manufacturing"
11920117,0,Storm World
11925538,0,Scorcher: The Dirty Politics of Climate Change
11944078,0,Efficient energy use
11950042,0,Center for Climate Systems Research
11958464,0,Community Choice Aggregation
11960409,0,Peak gas
11960442,0,Peak coal
11962405,0,Citizens for Pennsylvania's Future
11965278,0,Arnt Eliassen
12015467,0,Kaya identity
12031361,0,Walkability
12071266,0,Alliance for Climate Protection
12072640,0,Carbon neutral (disambiguation)
12077540,0,Tropical Africa
12077705,0,Presbyterian Church (U.S.A.) Carbon Neutral Resolution
12077739,14,Category:Religious action on climate change
12085294,0,Climate Change and Emissions Management Amendment Act
12113508,0,Hurricane Weather Research and Forecasting Model
12134611,0,Vienna Conference (1985)
12149818,0,Carbon shifting
12150098,0,Carbon leakage
12150337,0,Criticism of the IPCC Fourth Assessment Report
12172216,0,Pacific Environment
12172720,0,Market-based environmental policy instruments
12173612,0,Bramble Cay melomys
12193070,0,Dye 3
12198786,0,Climate Institute of Australia
12219750,0,David Karoly
12224718,0,Risto Isomäki
12249109,0,Sustainable automotive air conditioning
12262882,0,Natural refrigerant
12306064,0,Green-collar worker
12313149,0,Climate Challenge
12322101,0,Environmental impact of the oil shale industry
12330292,0,Global warming game
12336129,0,Terraplane (novel)
12354350,0,Climate stabilization wedge
12363150,0,Shale gas
12396810,0,Michael Helfert
12401983,0,Burtoni Award
12403308,0,Keep Cool (board game)
12436671,0,Central Organisation for Railway Electrification
12438990,0,Gas-fired power plant
12446335,0,"Cabinet Secretary for Environment, Climate Change and Land Reform"
12461938,0,Langkawi Declaration
12474403,0,Climate change denial
12481734,0,Voluntary Emission Reduction
12487028,0,Rising Tide North America
12545698,0,Certified emission reduction
12565053,14,Category:Climate change in the United States
12579099,0,Emissions & Generation Resource Integrated Database
12579258,0,Vatican Climate Forest
12590187,0,Greenhouse gas accounting
12595845,0,Post–Kyoto Protocol negotiations on greenhouse gas emissions
12599589,0,Solar Cookers International
12599794,0,2007 United Nations Climate Change Conference
12601311,0,United Nations Special Envoy on Climate Change
12623634,0,Global Warming Pollution Reduction Act of 2007
12637359,0,Carbon dioxide scrubber
12638406,0,Feed-in tariff
12644657,0,United States federal register of greenhouse gas emissions
12661679,0,Nils-Axel Mörner
12662950,0,Tom Segalstad
12686181,0,Fossil fuel phase-out
12696673,0,Climate Savers Computing Initiative
12720946,0,8.2-kiloyear event
12731868,0,Anthony Watts (blogger)
12732637,0,Older Peron
12756358,0,German Advisory Council on Global Change
12758957,0,Mousterian Pluvial
12760564,0,Piora Oscillation
12764736,0,Climate of the British Isles
12776296,0,Matthew England
12776469,0,Andrew Pitman
12776750,0,Antarctic Cold Reversal
12785514,0,Sleipner gas field
12807015,0,List of climate change initiatives
12812073,0,National Energy Foundation
12812621,0,Sustainable food system
12812919,0,Ecosystem Marketplace
12821967,0,San Francisco Climate Action Plan
12850901,0,Climate risk
12868735,0,World Energy Council
12914725,0,Climate of Colombia
12951705,0,Enhanced geothermal system
12952684,0,Peter A. Stott
12976556,0,List of countries by greenhouse gas emissions per capita
12979390,0,CarboNZero programme
12987040,0,CLAW hypothesis
13021878,0,Geothermal power
13068933,0,Whitetopping
13104381,0,Climate Change Research Centre
13108479,0,Planet Relief
13110595,0,Global Cool
13113056,0,ClimateCare
13113624,0,Climate of Italy
13127581,0,Risk communication
13153591,0,Soil organic matter
13160155,0,Energy Performance of Buildings Directive 2010
13165796,0,Ocean heat content
13193503,0,Sydney Declaration
13201685,0,Smart grid
13211047,0,Carbon emission
13213386,0,"Cape Farewell, UK"
13213621,0,Clean Cities Coalition Network
13224331,0,Ecological resilience
13271162,0,Reaction Time
13272846,0,Ludy Pudluk
13294262,0,Climate change in the Arctic
13304113,0,United States vehicle emission standards
13364000,0,Soil health
13367589,0,Soil carbon
13413688,0,Everything's Cool (film)
13416379,0,Low Carbon Communities
13422472,14,Category:Climate change by country
13437201,0,Yvo de Boer
13442805,14,Category:Climate change in Scotland
13483532,0,Table of historic and prehistoric climate indicators
13521410,0,PRECIS
13534706,0,Clean Energy Trends
13556279,0,Renewable energy in China
13605847,0,EU Allowance
13641917,0,Livestock's Long Shadow
13656257,0,Pacific–North American teleconnection pattern
13673345,0,Car
13690575,0,Solar power
13699713,0,Climate of China
13718421,0,Sustainable Silicon Valley
13725293,0,Andrew Dessler
13745047,0,Natural hazard
13746446,0,Dimmock v Secretary of State for Education and Skills
13750931,0,Energy Autonomy
13759787,0,Azolla event
13800210,0,Suess effect
13844012,0,Greenhouse and icehouse Earth
13847129,0,Science and Public Policy Institute
13849747,0,Ian G. Enting
13853397,0,Twisted: The Distorted Mathematics of Greenhouse Denial
13897411,0,Wind power in China
13910874,0,Steve Running
13926716,0,Petroleum transport
13928121,0,Coal power in the United States
13956886,0,Antarctica cooling controversy
13986668,0,Baltic Sea Region Programme
13988616,0,Pier Vellinga
14020809,0,America's Climate Security Act of 2007
14049003,0,Energy in Kazakhstan
14049009,0,Energy in Russia
14090587,0,Low-carbon power
14120583,0,Environmental effects of aviation in the United Kingdom
14193930,0,Animal feed
14202975,0,G8 Climate Change Roundtable
14203723,0,Climate of Zambia
14207810,0,Climate justice
14261749,0,Charles Derber
14270007,0,Midwestern Greenhouse Gas Reduction Accord
14292356,14,Category:Climate change law
14298122,0,Graeme Pearman
14300289,0,Green job
14328606,0,Carbon Monitoring for Action
14329297,0,Climate change in Australia
14397548,0,Forests Now Declaration
14411408,0,Pembina Institute
14414065,0,Polar amplification
14434109,0,Deforestation in Brazil
14444111,0,International Climate Change Partnership
14498191,0,Bali Communiqué
14513725,0,Ecocide
14535813,0,Energy and American Society: Thirteen Myths
14543926,0,Vincent R. Gray
14553538,0,Minister for Climate Change and Energy
14556061,0,Energy Research Institute of the Russian Academy of Sciences
14559955,0,Ove Hoegh-Guldberg (biologist)
14560284,0,Environmental and Energy Study Institute
14594334,0,WAIS Divide
14598693,0,Coal in China
14608977,0,East Antarctic Ice Sheet
14612089,0,Desertec
14641289,0,Ross Garnaut
14641464,0,Garnaut Climate Change Review
14711705,0,Predicting the timing of peak oil
14711765,0,Climate of South Africa
14732686,0,Bali Road Map
14761731,0,Biogasoline
14772999,0,UK Emissions Trading Scheme
14826184,0,Cool It: The Skeptical Environmentalist's Guide to Global Warming
14856188,0,Season creep
14856862,0,Stephen E. Schwartz
14901447,0,Maritime Continent
14941975,0,Journal for Geoclimatic Studies
14944982,0,Michael Shellenberger
14970146,0,Norwegian-U.S. Scientific Traverse of East Antarctica
15015805,0,Low-carbon diet
15046175,0,Andy Watson (scientist)
15058693,0,Fatih Birol
15091601,0,Climate change in Washington
15137017,0,Climate Prediction Center
15143713,0,Integrated assessment modelling
15147539,0,Group on Earth Observations
15160793,0,Energy Modeling Forum
15162168,0,Aridification
15178084,0,Plane Stupid
15193959,0,John Weyant
15255540,0,Road protest in the United Kingdom
15368022,0,Gary Yohe
15370837,0,Global Warming: The Signs and The Science
15380061,0,Water scarcity
15407041,0,Hydrogen-powered ship
15415923,0,Our Choice
15434105,0,Environmental policy of the Stephen Harper government
15447022,0,Energy policy of Scotland
15462864,0,Climate action
15532928,0,Carbon emission trading
15588468,0,Environmental impacts of animal agriculture
15623044,0,The Carbon Principles
15670774,0,César Rodríguez Garavito
15677755,0,Photovoltaic system
15691345,0,FERN
15718381,0,Kurt Lambeck
15718582,0,2009 United Nations Climate Change Conference
15751821,0,Five Ways to Save the World
15766262,0,South Pacific High
15818261,0,Zeolitic imidazolate framework
15884402,0,London Green500
15884766,0,Joint Ocean Commission Initiative
15966487,0,1Sky
15970822,0,Richard G. Richels
15980775,0,Health and environmental impact of the coal industry
15991198,0,Environmental issues in Brazil
15999828,0,Fred Pearce
16006394,0,Food vs. fuel
16017654,0,King Review
16096578,0,Extreme Ice Survey
16105212,0,Battery electric vehicle
16151188,0,Peak wheat
16162336,0,Sopogy
16169156,0,Canada and the Kyoto Protocol
16174922,0,Energy subsidy
16195127,0,Environmental activism of Al Gore
16314077,0,Airborne fraction
16327938,0,Jean-Pascal van Ypersele
16366625,0,Fyodor Panayev
16367375,0,Cross-laminated timber
16374739,0,Debate over China's economic responsibilities for climate change mitigation
16407378,0,American Association of State Climatologists
16426644,0,Energy exchange
16432404,0,Carbon emissions reporting
16461255,0,Michael Schlesinger
16479340,0,The Cloud Mystery
16492832,0,Sustainable diet
16520690,0,Taichung Power Plant
16576231,0,The Green Grid
16578567,0,Voluntary Carbon Standard
16593384,0,Energy in Vietnam
16637716,0,Six Degrees: Our Future on a Hotter Planet
16673279,0,Declaration of the United Nations Conference on the Human Environment
16707882,0,Islands First
16716910,0,Minimum energy performance standard
16727159,0,Harold E. Brooks
16740988,0,Hempcrete
16768086,0,André Robert
16817594,0,Tipping points in the climate system
16835709,0,Pete Olson
16925347,14,Category:Climate change in Australia
16925424,14,Category:Climate change in the United Kingdom
16925653,14,Category:Climate change books
16930089,14,Category:Carbon finance
16984813,0,Ecocho
17005035,0,Out of Gas: The End of the Age of Oil
17005656,0,Subboreal
17005658,0,Subatlantic
17005862,0,James D. Hays
17070460,0,World Cities Summit
17095467,0,Cool tropics paradox
17113009,0,Transition town
17122264,0,Deep water source cooling
17153836,0,Sustainable biofuel
17196191,0,Green Light New Orleans
17205190,0,William H. Schlesinger
17255165,0,An Inconvenient Truth (book)
17288465,0,Ice-sheet dynamics
17300546,0,The Climate Project
17320405,0,Harmon Craig
17321713,0,Index of climate change articles
17366225,0,Climate legislation
17372954,0,Kivalina v. ExxonMobil Corp.
17376728,0,Renewable Energy Sources and Climate Change Mitigation
17402424,0,Feed-in tariffs in Australia
17430513,0,Carbon negative
17433076,0,Ken Caldeira
17475090,0,Climate of Northern Ireland
17513538,0,Nuclear darkness
17530792,0,Climate of Ecuador
17577260,0,Tasneem Essop
17599408,0,List of wind farms in the United States
17602633,0,Carbon capture and storage in Australia
17618723,0,Renewable energy in developing countries
17635701,0,DeSmog
17641202,0,Climate of Indonesia
17649690,0,Climate Action Network
17669342,0,Climate Investment Funds
17672359,0,Carbon diet
17681751,0,Solar hot water in Australia
17722997,0,Gerard C. Bond
17737260,0,Δ13C
17753349,0,Chemical transport model
17765610,0,Climate change in Japan
17803311,14,Category:Climate change in the European Union
17803348,0,Climate change in the European Union
17806061,0,Sentinel-3
17811320,0,Ilulissat Declaration
17817955,0,Arctic Ocean Conference
17845948,0,MOZART (model)
17884681,0,Million Tree Initiative
17903761,0,Aviation biofuel
17906345,0,Mandatory renewable energy target
17917537,0,Levelized cost of electricity
17930219,0,Earth 2100
17987598,0,Climate crisis
17996959,0,Sustainable consumption
18020934,0,Thailand Greenhouse Gas Management Organization
18027982,0,U.S. Climate Change Science Program
18037400,0,Renewable energy law
18077092,0,List of ministers of climate change
18077896,0,Global Energy and Water Exchanges
18139667,0,Climate Code Red
18159949,0,Climate change in California
18160509,0,100% renewable energy
18162639,0,The Science of Survival
18175045,0,Environmental impact of biodiesel
18203711,0,A Big Fix
18205036,0,Living in the Hothouse
18205941,0,SustainableEnergy
18210547,0,New England Governors and Eastern Canadian Premiers Climate Change Action Plan 2001
18246585,0,Climate change in the United States
18278130,0,Coal in India
18282476,0,Government incentives for fuel efficient vehicles in the United States
18326471,0,Cool Earth 50
18333663,0,American Clean Skies Foundation
18337395,0,Sustainable retreat
18343855,14,Category:Climate change in India
18344046,14,Category:Climate change in China
18348855,0,Harmful algal bloom
18360850,0,Climate change in Russia
18365403,0,Wildland fire emission
18410438,0,List of countries by forest area
18413531,0,Sustainability
18455671,0,The Deniers
18480293,0,Potsdam Institute for Climate Impact Research
18502540,0,The London Accord
18506435,0,Brewer–Dobson circulation
18521372,0,Climate change in China
18581463,0,Water resources
18588396,0,Cliff Ollier
18597983,0,Seaweed
18606170,14,Category:Climate change in the United States by state
18615870,0,Unified Model
18624923,0,Sustainable engineering
18626729,0,Adaptation to global warming in Australia
18633180,0,Ecosecurities
18646171,14,Category:Climate change policy
18710463,0,Environmental effects of transport in Australia
18855726,0,Climate of Ghana
18906624,0,Climate of Norway
18915410,0,New Energy for America
18948279,0,Climate change in Massachusetts
18953129,0,Wood economy
18959138,0,Antarctica
18977513,0,Climate change in Wyoming
18978552,0,Climate change in Idaho
18985866,0,Environmental impact of wind power
18990381,0,Renewable Energy Payments
18992839,0,JULES
19042179,0,Climate change in Florida
19058591,0,88888 Lights Out
19060778,0,Clean Air Act (United States)
19085766,0,Jeff Goodell
19087239,0,Climate change in West Virginia
19087605,0,Greenhouse gas emissions in Kentucky
19100139,0,Oil reserves in Venezuela
19145743,0,Coal slurry
19161243,0,Global Challenge Award
19169214,0,Peak fossil fuel
19187635,0,IPCC Fifth Assessment Report
19190191,0,Assigned amount unit
19192911,0,To the Edge of the Earth
19196733,14,Category:Economics and climate change
19216184,0,Nuclear power debate
19245641,0,The Age of Stupid
19258753,0,Climate change in New Zealand
19258773,14,Category:Climate change in New Zealand
19259715,0,Climate change in Nevada
19263397,0,"Hot, Flat, and Crowded"
19269759,14,Category:Climate change organizations based in the United States
19287550,0,Gideon Henderson
19315320,0,Ember (non-profit organisation)
19328761,0,Single European Sky ATM Research
19334164,0,Biomass briquettes
19416931,0,Live Earth (2007 concert)
19464317,0,New Zealand Climate Science Coalition
19465654,0,P8 Group
19480112,0,Arctic methane emissions
19499175,0,An Appeal to Reason
19508616,0,Bullfrog Power
19524410,0,Climate footprint
19554517,0,National Alternative Fuels Training Consortium
19590441,0,Secretary of State for Energy and Climate Change
19625172,0,Ocean surface topography
19630294,0,Institute for Energy Research
19642269,0,Veerabhadran Ramanathan
19648677,0,David A. Hodell
19690850,0,Cadmium telluride photovoltaics
19732090,0,Deforestation of the Amazon rainforest
19743587,0,Civil Society Coalition on Climate Change
19770540,0,Climate change mitigation scenarios
19790698,0,2008 United Nations Climate Change Conference
19865759,0,Karin Lochte
19887527,0,Availability cascade
19892474,0,Ocean deoxygenation
19918383,0,Ice-sheet model
19928041,0,Effects of climate change on plant biodiversity
19934847,0,Oil shale in Estonia
19985126,0,A Green New Deal
20044796,14,Category:Climate change in Canada
20115268,0,Wildfire modeling
20122770,0,Energy technology
20124357,0,Planning Act 2008
20156412,0,Pastoral Greenhouse Gas Research Consortium
20156507,0,Livestock Emissions and Abatement Research Network
20184277,0,Electricity sector in China
20188144,0,Sustainable Agriculture Innovation Network
20215551,0,Chinese national carbon trading scheme
20242786,0,Energy Security and Net Zero Select Committee
20248326,0,Field Notes from a Catastrophe
20300999,0,Soil Moisture Active Passive
20330299,0,Environmental politics
20344155,0,Electrical grid
20370757,0,Surviving the Century
20425286,0,How to Live a Low-Carbon Life
20428515,0,TERI School of Advanced Studies
20519146,0,David Gardiner (environmentalist)
20533339,0,Fugitive emission
20548520,0,Food system
20554257,0,Integrated Carbon Observation System
20578723,0,High and Dry (book)
20588316,0,Wide area synchronous grid
20604765,0,History of ethanol fuel in Brazil
20623119,0,Urban green space
20634865,0,Moxie Sozo
20640249,0,The Green Collar Economy
20680975,0,Idealized greenhouse model
20690782,0,Rewilding (conservation biology)
20694764,0,Solar geoengineering
20699904,0,Energy policy of Morocco
20732259,0,Water in California
20749014,0,Hydrogen internal combustion engine vehicle
20782206,0,Wind power in Morocco
20793689,0,Jørgen Randers
20802345,0,Greenhouse gas emissions by Australia
20827796,0,Bushfires in Australia
20837958,0,Stratospheric sulfur aerosols
20840772,0,Christopher C. Horner
20842053,0,Solar thermal energy in Australia
20857581,0,Coal-water slurry fuel
20865515,0,Arctic geoengineering
20870982,0,Ten Technologies to Fix Energy and Climate
20892950,0,Sustainia
20901640,14,Category:Climate engineering
20901697,0,Greenhouse gas removal
20913655,0,Flood control
20932487,0,Plane Mad
20936370,0,Timeline of carbon capture and storage
20939923,0,Marine cloud brightening
20945486,0,Greenpeace East Asia
20975455,0,List of climate scientists
20988260,0,Southern Alliance for Clean Energy
20997020,0,Radiative balance
21001107,0,G14 (nations)
21017971,0,World Wide Views on Global Warming
21018712,0,World Wide Views
21024906,0,International Tundra Experiment
21051206,0,Carbonate–silicate cycle
21072589,0,Carbon dioxide removal
21091534,0,ECHAM
21123421,0,Expansion of Heathrow Airport
21160274,0,Inez Fung
21161137,0,Water security
21171721,0,Sea level rise
21175738,0,Water security in Australia
21185721,0,Bio-geoengineering
21188370,0,Fuel
21221594,0,Global catastrophic risk
21228028,0,Refrigerant reclamation
21269315,0,Joanne Simpson
21269879,0,David Vaughan (glaciologist)
21272895,0,Todd Stern
21279257,0,Öko-Institut
21279508,0,Joel B. Smith
21295446,0,Integrated Forecast System
21299361,0,Power Shift Network
21331420,0,Peace Boat
21340910,0,Physical properties of greenhouse gases
21350772,0,Greenhouse gas
21350895,0,Tom Wigley
21353141,0,Klaus Lackner
21360089,0,Eco-tariff
21378234,0,Indian Youth Climate Network
21401237,0,Wind power in New York
21407814,0,Marinoan glaciation
21416717,0,Project Vulcan
21435575,0,Ice–albedo feedback
21442245,0,Fossil fuel exporters
21445735,0,Great Frost of 1709
21445738,0,Hans Joachim Schellnhuber
21458657,0,Climate Solutions Road Tour
21474906,0,Traditional ecological knowledge
21524735,0,Peter Thejll
21553222,0,Ecopass
21585507,0,Zero-carbon city
21596304,0,Byrd–Hagel Resolution
21632898,0,Beyond Zero Emissions
21665860,14,Category:Climate change organisations based in Australia
21681203,0,Stratospheric aerosol injection
21687875,0,ARPA-E
21717537,0,Women Engage for a Common Future
21752613,0,Bio-energy with carbon storage
21782795,0,Bioenergy with carbon capture and storage
21796563,0,White House Office of Energy and Climate Change Policy
21820838,0,International Association of Cryospheric Sciences
21828240,0,Malcolm K. Hughes
21853497,0,United States Carbon Cap-and-Trade Program
21865155,0,International Conference on Climate Change
21873282,0,Shahbaz Khan (hydrologist)
21890764,0,"Climate Change: Global Risks, Challenges and Decisions"
21891646,0,Kevin Anderson (scientist)
21902549,0,Eric Rignot
21908947,0,Biomass Thermal Energy Council
21918773,0,Earth Embassy
21926537,0,Owen Toon
21941645,0,Multi-effect Protocol
21972725,0,Robert D. Cess
22001461,0,Hybrid renewable energy system
22053849,0,Kozma Spassky-Avtonomov
22056917,0,UK Energy Research Centre
22058071,100,Portal:Climate change/Projects
22079616,0,European Union climate and energy package
22103162,0,Ecoflation
22152236,0,Daniel Kammen
22199785,0,Climate change consensus
22208461,0,United Nations REDD Programme
22232973,0,Bali Declaration by Climate Scientists
22246660,0,American Clean Energy and Security Act
22280891,0,Mojib Latif
22311486,0,Richard Somerville
22329761,0,Public transportation in the United States
22331167,0,HadGEM1
22376446,0,U.S. Global Change Research Program
22376938,0,U.S. Climate Change Technology Program
22377096,0,U.S. Global Change Research Information Office
22388425,0,Justice Not Crisis
22391034,0,Raman Sukumar
22418684,0,Historical impacts of climate change
22426559,0,Dorjee Sun
22463899,0,List of climate engineering topics
22482833,0,Clouds of Smoke (2007 film)
22484674,0,Sergey Zimov
22505605,0,The Prince's May Day Network
22543360,0,Low-carbon fuel standard
22552935,0,Jim Salinger
22586091,0,Cornwall Alliance
22616917,0,Saleemul Huq
22620056,0,Tamsin Omond
22630178,0,Nuatambu
22700623,0,Home (2009 film)
22727154,0,European super grid
22759503,0,Asia-Pacific Emissions Trading Forum
22774956,0,World Ocean Conference
22804448,0,Andrew Revkin
22823591,0,George M. Woodwell
22878213,0,The Energy and Resources Institute
22878547,0,Steven E. Koonin
22878799,0,Solar Renewable Energy Certificate
22894949,0,Heaven and Earth (book)
22939829,0,Energy policy of Malaysia
22971946,0,UK Youth Climate Coalition
22972564,0,Youth Climate Movement
22978221,0,Euro-Mediterranean Center on Climate Change
22989748,0,Canadian Youth Climate Coalition
22991016,0,OneClimate
23092516,0,Atmospheric methane
23112262,0,South Atlantic Convergence Zone
23129804,0,Green growth
23136449,0,Indirect land use change impacts of biofuels
23153673,0,David Reay
23177887,0,Climate of Estonia
23254182,0,Deficit irrigation
23265965,0,Energy in Switzerland
23277551,0,China Beijing Environmental Exchange
23304690,0,Greg Craven (teacher)
23309349,0,The Green Paradox
23351394,0,Future sea level
23415172,0,Florida Institute for Sustainable Energy
23418518,0,Pamposh Bhat
23423379,0,History of climate change science
23423919,0,Marine chemistry
23450595,0,350.org
23456531,0,Rauhalahti Power Station
23469341,0,Business for Innovative Climate and Energy Policy
23534209,0,Environmental impact of agriculture
23558678,0,Environmental impact of the energy industry
23561715,0,Carbon profiling
23561787,0,National Agricultural Law Center
23562764,0,John H. Seinfeld
23567924,0,Environmental effects of shipping
23585099,0,Conservation in the United States
23613089,0,Major Economies Forum on Energy and Climate Change
