pageid,revision_id,title,ns
46976404,1066268289,Battle of Treviso,0
18227751,612784474,1010s in art,0
45246791,1062998649,Milorad Drašković,0
23874038,1026186791,Liste der archaischen Keilschriftzeichen,0
43770472,1041170925,1891 in Portugal,0
2221521,1078754817,Athletics at the Summer Olympics,0
3251460,1017759732,Ricina,0
52635164,1021989738,Sara Ginaite,0
8513781,1026155439,Egils saga einhenda ok Ásmundar berserkjabana,0
47535554,676262575,Gaius Fidiculanius Falcula,0
182758,1079008176,Conrad IV of Germany,0
25859940,1078709209,Caesonia gens,0
2653519,1077701652,Eusapia Palladino,0
22974213,1070798324,Christianity in the 4th century,0
30761388,1078876723,1945 anti-Jewish riots in Tripolitania,0
44625317,1067691162,Amarna Era,0
42597892,1079321145,Peris Tobiko,0
11290063,1026617815,Dorothy Pilley Richards,0
42338502,1072972221,German-occupied territory of Montenegro,0
40041701,1017678680,"Bro Church, Gotland",0
5833953,1074288613,Muhammad in Mecca,0
67903224,1032994639,James Chappell (servant),0
59676611,936460906,Karl Gustaf Veijola,0
21005129,1050755272,Forum of Nerva,0
696914,1076420767,Archduchess Louise of Austria,0
29407768,1060026678,Battle of Chalcedon (74 BC),0
44732468,1057629278,Bib Dod Pasha,0
11810812,992976037,Synod of Erfurt,0
51342,1074244662,570s BC,0
21902686,1078636610,Violet Cressy-Marcks,0
45700324,1059574364,Michael (son of Anastasios the logothete),0
1187231,1072148034,Battle of Vercellae,0
1156605,1072248214,CSS North Carolina,0
46283731,1008690927,Bogdan Kirizmić,0
24989327,1077926790,Edict of Thessalonica,0
55999458,1031062830,Urfa sanjak,0
55265988,1067856740,"Fiona Gore, Countess of Arran",0
49783655,1074516892,Kathleen Balfe,0
12340355,1070563827,Holy Blood of Wilsnack,0
43364521,1077179308,Tuvixeddu necropolis,0
52445804,1032467728,Clara Marshall,0
12553276,1055390803,Benjamin Meed,0
4802957,1070261220,General Federation of Women's Clubs,0
54223106,1063325333,Segmental arch,0
60779180,1069983402,Tsidem Asafoglou,0
20916153,1050488315,Anastasia of Serbia,0
18635512,1018992168,Anna McGarry,0
58536848,984121561,Katherine T. Hooper Prescott,0
40217,1065899504,Niccolò de Romanis,0
30864826,1071878915,Chindasuinth,0
33205791,887036075,Hüseyin Pasha,0
47553106,963752693,John Hall Barron,0
53465853,974272995,2017 in Northern Cyprus,0
43742,1061123766,287,0
46788273,1063647039,Alina Paim,0
2794118,1078505908,Teos,0
18117056,963121711,Lady Margaret Seymour,0
2419367,1060443496,Empress Bo,0
3407668,987962156,Legio XVI Flavia Firma,0
59232542,1059364955,Alphidius,0
36710154,1076019917,"Church of Saint Benoit, Istanbul",0
14924621,1062324730,Amirspasalar,0
11154443,1069957600,Adelheid Popp,0
281068,1075835508,Frederick the Simple,0
44183787,1063614034,Marie Closset,0
1550646,1068371532,Dafydd ab Owain Gwynedd,0
16812021,1016959866,Archaeological Museum of Chania,0
1070960,1074565169,Mithridatic Wars,0
52136187,1062520920,Frances Wolf,0
37737584,1063235469,Mary De Garis,0
51846831,1073110343,Caroline Bancroft,0
39545662,1072982565,Karl Streibel,0
59170740,963059528,Marie Cavadia,0
54411882,1054235605,Wilhelmina Gelhaar,0
62533379,1043671112,Nidin-Bel,0
58244490,1070715133,Cyropolis (Media Atropatene),0
26503411,1080009427,Arranged marriage,0
10057201,1054607183,Hugh de Giffard,0
35291,1007477639,AD 80,0
15488723,977660913,Paser (vizier),0
1688086,1079956069,"Patricia Hollis, Baroness Hollis of Heigham",0
21874196,1034889791,Edda and Eduard Paukson,0
13182246,803801291,Akasaka-juku,0
11165681,1055592144,Pawura,0
66362767,1062273885,Frances Healy (archaeologist),0
4306734,1072301212,History of the Jews during World War II,0
31911117,1000989229,1836 in Denmark,0
47218112,874375712,Patriarch Stephen,0
46980292,963655506,1837 in Sweden,0
161860,1009018573,Epiphanius of Constantinople,0
70614,1051880538,David Rizzio,0
13433180,994256198,Han Yuan,0
9928115,884173026,Ittocorre of Gallura,0
6261392,1021732714,Georgios Parakeimenos,0
44211498,1067441487,Katharina von Zimmern,0
61586123,1056711480,Abrostola (Phrygia),0
62966251,1058038704,Al-Muzaffar Ahmad,0
41620535,985548130,Revenue stamps of New Zealand,0
2092967,1080295069,Phumzile Mlambo-Ngcuka,0
12289034,914181155,Stines Moss,0
20006482,933874216,Alfreda and Bolesław Pietraszek,0
58454227,999654940,Oetaei,0
312505,1062436351,Teti,0
65883288,1033368921,Irene Below,0
63759652,1036940184,Hashteank,0
38709,1067919293,1251,0
3302852,1066929410,"Roberte Ponsonby, Countess of Bessborough",0
50585966,1066283176,Jusuf Gërvalla,0
11495940,1080161065,List of Asian mythologies,0
50195039,1070690713,Elizabeth Caskey,0
38489993,935190231,Guingamor,0
1116965,1080220066,Drina Banovina,0
29730790,985241559,Adelphate,0
43315528,1073090197,Papyrus Oxyrhynchus 3522,0
13160061,1007927897,Brogitarus,0
59615563,1075261829,List of shipwrecks in April 1826,0
10196299,1075921283,Meldorf fibula,0
7209965,960581473,1781 in art,0
13113045,1049321807,Ælfwold I (bishop of Sherborne),0
8752947,827823914,Zurich 4 and 6,0
5263095,1076882044,Carola of Vasa,0
38189555,964391614,Fortuna Redux,0
21988780,954985052,1896 in Norway,0
10582703,1059804263,Lanike,0
18610964,1075732789,Tatiana Sukhotina-Tolstaya,0
41685064,1076035676,Timeline of women in warfare in Colonial America,0
59945135,969375870,Chryse (Bithynia),0
9230911,981766957,Atobe Yoshisuke,0
7060273,1066119389,James Terry (officer of arms),0
54005822,1075445264,Sir John White,0
16374375,1033539055,Nola Rae,0
69939127,1074864518,Soviet War Memorials in Romania,0
51275782,1072884494,Elizabeth B. Drewry,0
36895,1067687989,History of Burgundy,0
46320651,1043289413,Gradislav Borilović,0
31926276,1046186548,Teresa Cornelys,0
62018845,1078964206,Addie Elizabeth Davis,0
10492224,1017348054,Kaymakli Underground City,0
63601954,1068122579,Humphrey Dethick,0
37557637,1067128034,Gaius Caninius Rebilus (consul 12 BC),0
61575823,999343955,Orra Henderson Moore Gray Langhorne,0
39350970,1078634331,Albanian tribes,0
2109565,848601899,Cormac MacDermott,0
2524512,1035458598,Agila I,0
56798142,1075859858,Bernice Smith White,0
24652797,1075644454,Odeon (building),0
20485999,863672273,Oak Mounds,0
60396676,1040212590,Proletpen,0
27899013,1002818642,Zaeelii,0
12293112,1010811014,Arevaci,0
3060513,1066316891,Simo Parpola,0
27315200,1019227747,Papyrus Boulaq 18,0
38686602,1073911607,Cantabrum,0
18162082,1046521618,Paul Thureau-Dangin,0
38629085,1051106317,Pottery of ancient Cyprus,0
38463109,1062817658,Geneviève Lhermitte,0
158534,1080436049,Book of the Dead,0
11065160,1056167297,Jane Gerber,0
34207070,974691923,"Emma of Paris, Duchess of Normandy",0
14444379,1074045283,Bertha Pappenheim,0
35628863,1032704244,Izydor Szaraniewicz,0
26050791,1080344723,Longinus of Selinus,0
15161664,1063767062,Anthropogeny,0
3835628,1068787021,Epistle of Ignatius to the Trallians,0
64677,1079424521,Mercè Rodoreda,0
3753326,1077362936,Kanije Eyalet,0
24372658,1038273838,Saloniana,0
55856070,1074675743,1619 imperial election,0
280856,1080316445,"Françoise d'Aubigné, Marquise de Maintenon",0
183265,1070891872,Dating creation,0
18136323,1076077794,List of Mexican states by life expectancy,0
86086,1034166149,Belatucadros,0
18218449,1074895019,"Alcmaeon, son of Megacles",0
12891615,1074939990,Josce of York,0
32762186,1025587770,Joachim I of Constantinople,0
14432986,1064712682,Pale of Calais,0
52767808,1060477742,Elizabeth Watson Russell Lord,0
60547769,1062584242,Candis Pettway,0
34475352,1080403581,Colony of Jamaica,0
2454508,1065428758,Idomeneus of Lampsacus,0
50277952,969450341,Iqer,0
32532181,1080168182,List of Oldham Athletic A.F.C. players,0
48350024,1025191836,Cephisodorus,0
2421429,1060805126,Jia Kui (general),0
45540702,1070349421,French corvette Mutine (1799),0
59614281,1072878279,Frances Manwaring Caulkins,0
61529828,1069139123,Marie Smallface Marule,0
12257668,1034851077,Karla Poewe,0
4468807,1060572273,Z-4 Plan,0
50759840,1072000689,Battle of Stamford (894),0
12968017,1033678782,Robert Peche,0
68947308,1070228362,Elizabeth Brentnall,0
31541832,1007511186,Barbas of Constantinople,0
5753389,1067129917,Jeff Halper,0
9003118,1074597684,Lydia Yeamans Titus,0
2768277,916789173,Osgar,0
7133764,1079774338,"Mary Abercromby, 1st Baroness Abercromby",0
52432320,1065016029,Rapiqum,0
31636357,1060469097,Marie Bloede,0
54274252,820416864,"Floriana, Mauritania",0
53533651,1057479429,Battle of Modon (1403),0
67241907,1076531845,List of shipwrecks in June 1873,0
34679162,1067920840,Wilhelmina Sherriff Bain,0
5937861,986319964,Ibrahim Zukanović,0
66020434,1033108803,Charlotte Montefiore,0
9702270,1061504110,"Gaston VI, Viscount of Béarn",0
60239634,1045498535,Marie-Aimée Roger-Miclos,0
10498669,1025132549,Hermus,0
65724,1078119167,Dome of the Rock,0
49250079,1034296866,Wilferth,0
320657,1062172680,Clericis laicos,0
48774652,945427042,Einsiedeln Itinerary,0
22400916,1064103967,Merete Skavlan,0
61027887,969441233,Rhoe,0
56046,1079162203,538 BC,0
5611314,1059612552,Sarvaš,0
20606052,961209123,Ranisstorum,0
58059250,1078988609,Barrosa (1811 ship),0
26025008,1062929923,Joan Vaux (lady-in-waiting),0
35894995,1025970736,Rose Squire,0
3129782,1079298565,Edith Stuyvesant Gerry,0
25547428,1022846310,Menenia gens,0
7153369,959147167,Áed mac Boanta,0
4031002,1068296937,List of Lycian place names,0
42622017,1031787274,Uppsala högre elementarläroverk för flickor,0
23808,1079903667,Pope Pius XII,0
2280847,968793726,1983 in archaeology,0
45302607,1076242855,Ulrich Sinn,0
8798,1017983155,Doubravka of Bohemia,0
1446389,1059023064,Danube Banovina,0
67994370,1079269386,Maria Simon (sociologist),0
56819736,1061552596,Zahra Kamalkhani,0
56019908,1001473309,The Black Book: The Nazi Crime Against the Jewish People,0
36436,1053720634,968,0
3556891,1068550490,Parable of the Lost Coin,0
6266843,1042922445,Maroneia,0
40995536,1050577588,Ákos (chronicler),0
57514375,1033559577,Bettina Borrmann Wells,0
46917767,1073139700,Tracy Dickinson Mygatt,0
27894162,1067217410,William Hechler,0
4789521,1071830409,Despot (court title),0
1755,1078315692,Andrew II of Hungary,0
56324152,977363023,Quintus Sanquinius Maximus,0
1729706,1026259858,Björketorp Runestone,0
27476748,1037020413,Siege of Berat (1280–1281),0
33695699,1054032440,Pamela Case Hale,0
584022,1077559491,Quartodecimanism,0
58914247,1016396657,Crommyon,0
7463050,1072187080,Maeonius,0
998712,1052863802,Katharine McCormick,0
42540623,1029059764,Gail Fine,0
442778,1078977888,"Marie-Adélaïde, Grand Duchess of Luxembourg",0
13324029,1048747888,Jacqueline Wheldon,0
42878976,1071325021,James of Aragon (monk),0
1870258,1055024269,Battle on the Ice of Lake Vänern,0
9156211,1059976252,Germaine Lubin,0
993301,1061725298,USS Jefferson (1814),0
39178310,1062954229,Frances Simpson Stevens,0
25009658,1079449121,"Consuelo Montagu, Duchess of Manchester",0
59971,1066563528,138 BC,0
60364093,992677772,Hettie Wheeldon,0
92754,1076328315,Sedna (mythology),0
12833892,1073563535,Cleomenean War,0
58667225,1066108701,Azenia (Attica),0
58686376,1077646962,Dardanus (mythological king),0
616254,1079054679,Oneida people,0
3241439,1063876207,"Sarah Lennox, Duchess of Richmond",0
34972555,1064266060,Lille Stesichorus,0
23402338,1064103060,Lobetani,0
31665046,1018538180,Francis Lü Shouwang,0
23983905,1076979137,Duchess Marie-Thérèse of Württemberg,0
12966929,1072096846,Andree Connors,0
56001795,1078720259,Tomb of Philippe Pot,0
59712352,1060087524,Cecily Jordan Farrar,0
48770078,1055383084,Elisabeth Abegg,0
47335454,963193713,1551 in Sweden,0
52622557,1079673510,Zvonko Brkić,0
1986405,997804279,Palatua,0
44010970,1073110378,Caroline Nichols Churchill,0
25752372,1056059832,On Things Heard,0
66005246,1011203011,Constance Smith (née Herbert),0
2303054,1063907649,Stanisława Przybyszewska,0
16346365,1069243221,Ysabella (trobairitz),0
44734148,1064185920,Cibyra Minor,0
2141166,1054698075,Agrippa Menenius Lanatus (consul 503 BC),0
17193637,1079685060,List of largest European cities in history,0
6844202,1016137449,Laüs,0
46615199,1020019428,Tomb of the Reliefs,0
69263165,1063518450,Franzisca Baruch,0
29566300,1028219420,Henriette van Lynden-Leijten,0
6803173,1050230973,Dosci,0
55755694,1033065938,Dušan Nikolić,0
2231137,1064328570,Aristion,0
33798238,1052706260,Linda Fierz-David,0
67682964,1065590971,Marianne Philips,0
52366092,934496899,Lina Frank Hecht,0
2564876,1078721164,USS Colhoun (DD-801),0
55246376,1046050636,Bharhut Yavana,0
12176045,995203498,Gąska coat of arms,0
46971701,1067959954,Albani þáttr ok Sunnifu,0
2038478,1049026729,Hilla von Rebay,0
6519022,1000239307,Telmessos,0
8009303,1079755978,Mary Beth Norton,0
24632440,1073002703,Tritantaechmes,0
47871322,1067333948,Lene Dammand Lund,0
759092,1055782967,Adelaide Kemble,0
78550,1046692565,Canace,0
32364036,1069134998,Nemrik 9,0
3238022,1076336215,"Cynthia Spencer, Countess Spencer",0
34948,1072361610,1814,0
4523623,1054824297,Đurađ II Balšić,0
2259830,1006458266,Book of Roads and Kingdoms (Ibn Khordadbeh),0
59144657,1051504275,Kybernis,0
33621747,1023889818,Jane Octavia Brookfield,0
35732895,1001353631,Nyi Ageng Serang,0
1922036,1064933191,Jim G. Shaffer,0
21989373,980262985,1735 in Norway,0
24326802,1080222771,Tosks,0
75881,972403680,433 BC,0
55887604,1072161144,Catherine Crary,0
12785808,1077080540,Rachel Lambert Mellon,0
8965068,1069258132,Heater shield,0
37155847,1035561559,Aphrodite of the Gardens,0
3200138,1080149749,List of Persian-language poets and authors,0
59877416,1050769551,Laudelina de Campos Melo,0
44584288,1063949680,"Visarion, Metropolitan of Herzegovina",0
2350641,1048913658,Andron (architecture),0
68525925,1065100994,Gladys Castillo,0
19540471,1076959788,Duchess Helene of Mecklenburg-Schwerin,0
70268223,1076717970,Maysie Chalmers,0
3743313,1034944344,Andreas Agnellus,0
2361068,1069682565,Lex Ogulnia,0
22175951,1033566000,Adelaide of Hesse,0
14101845,998864152,Ethel Jones Mowbray,0
61410269,1023376366,Grace Roe,0
39683491,1071685026,Margaret Damer Dawson,0
488734,1066678470,Holofernes,0
23602314,1018563938,Cornelius of Armagh,0
29160236,1066886566,Josée Vigneron-Ramackers,0
52455440,1039377010,Jorunn Bjarnadottir,0
41720123,1075510874,Eliza Greene Metcalf Radeke,0
54133335,1069457818,Linus of Thrace,0
50553712,1076490697,Nina Alovert,0
3437009,1075201665,On the Concept of Irony with Continual Reference to Socrates,0
43414358,1022332645,Malina Popivanova,0
3593462,1067054401,Maxine Sanders,0
37681343,1054133987,Enlil-bānī land grant kudurru,0
65809981,1076897631,Hairstyles in ancient Rome,0
362647,1070818678,"Theobald II, Count of Champagne",0
58335008,1046813845,Catherine Kerrison,0
36381,1048545649,677,0
1631652,1079058460,Nordic race,0
154150,1078661263,Edvard Kardelj,0
50843516,1007951506,Gwilym ap Tudur,0
933953,1065979488,Petasos,0
62476454,1076530039,List of shipwrecks in January 1860,0
50276491,1070042956,"Adeline Marie Russell, Duchess of Bedford",0
69894486,1077729244,Dina Brawer,0
50223334,1067581580,Merbort,0
12963224,1034447190,Nicholas de Aquila,0
247403,1070461635,Gaius Terentilius Harsa,0
44923989,1074247401,Varvara Turkestanova,0
31515812,1057827133,Emin (Ottoman official),0
55689734,1045454041,Clelia Lollini,0
13861753,1076447143,Said al-Andalusi,0
58067591,1076520407,List of shipwrecks in March 1862,0
35018241,1062860816,Cornelius Fredericks,0
69489579,1075403101,Cora Belle Brewster,0
60385612,1031492231,Maria of Mecklenburg-Schwerin,0
2917700,1079758390,Sheila Oliver,0
3055562,1076617604,Lyndall Gordon,0
8760682,1058193573,"Uppland Rune Inscriptions 101, 143 and 147",0
20429338,1024222500,Peter of Cornwall,0
53779189,999596151,Passiena gens,0
530485,1073485606,Maria Pia de Saxe-Coburgo e Bragança,0
69243687,1055242181,Gurob,0
37082893,999770911,Burqush,0
1581865,1075856781,Nynetjer,0
9854304,1080389202,Mary Richardson,0
63737412,1033848440,Evangelia Balta,0
67309043,1075624787,Isobel Murray,0
14421236,1074159160,Saint Nazarius (abbot),0
1998198,1069463432,Samsat,0
2081341,1078963987,Teresa Morgan,0
47068355,987170433,Arnekhamani,0
1826924,1063553550,Abraham Zacuto,0
3795133,1012368890,Traditors,0
9771965,1060549264,Kathryn Carver,0
615718,1080045486,Post-medieval archaeology,0
58541867,1078975245,List of shipwrecks in December 1865,0
50780204,1069684306,First Balkan Alliance,0
25436173,1041444583,Allotriges,0
68208126,1080517409,John Brown's body,0
4997140,1058296648,Dvin (ancient city),0
2619536,1068661709,Mlle Raucourt,0
1076133,978596297,Leszczyc coat of arms,0
66255567,1079917324,List of shipwrecks in April 1871,0
69687863,1065643643,Dorothy Jinarajadasa,0
22803659,1079629803,1506 in poetry,0
59104188,1013195808,Heiða Guðný Ásgeirsdóttir,0
61195354,997511268,Mary Robinson Foster,0
41451130,955817195,Postage stamps and postal history of Ruanda-Urundi,0
11291214,1078459960,Coco Chanel,0
161738,1074899727,Ladislaus IV of Hungary,0
703391,985927574,"Beatrice of Burgundy, Lady of Bourbon",0
24981505,1075562630,Battle of the Isle of Man,0
51907429,1019843987,Harriet McIlquham,0
33683129,1028400711,"Mildred Buxton, Countess Buxton",0
64600081,1053437371,Consort Xin (Jiaqing),0
30777893,1060057502,Gwladys ferch Dafydd Gam,0
34400905,1036071653,Friedrich Armand Strubberg,0
3617890,1077841996,Hammudid dynasty,0
57886527,987687114,Baba Zünnun Rebellion,0
6086884,1040299063,Walter Leslie,0
22135625,1001678368,Rhoemetalces II,0
9309632,1016828980,Michael I Apafi,0
22076230,933929879,Soko Grad (Sokobanja),0
65786622,1052396171,Judah Behak,0
8350767,1050199500,Tropaeum Alpium,0
43254840,1056454336,Guy Le Strange,0
2285193,980833833,1862 in archaeology,0
56450737,1065513131,Rhoda Strong Lowry,0
47145689,991297444,Soccus,0
12785801,1060743215,Helena of Znojmo,0
49381489,921387691,Ex voto of the Lacaedemonians,0
1941598,1071751742,Coat of arms of Spain,0
541976,1077048019,Lezhë,0
19924079,1064598610,Principality of Albania (medieval),0
67752053,1076749154,List of Slavic pseudo-deities,0
5715848,1074095693,Male and Female: A Study of the Sexes in a Changing World,0
64316163,963582792,Siege of Eltville,0
56708984,1075264127,List of shipwrecks in October 1835,0
39520677,1075456496,Crusader raids on the Red Sea,0
676767,1077406680,Common scold,0
2686939,1056056313,Françoise Rosay,0
3100856,1064676758,Maria Reiche,0
23144897,787182093,Local postal surcharge labels,0
69446364,1078206627,Gregory IV the Young,0
36513222,998009375,Gnel of Armenia,0
48536242,964878116,Pozderac family,0
5197073,889723891,Margaret Houldsworth,0
33833753,1075327537,Massacre at Béziers,0
5462859,1066024104,Edith How-Martyn,0
66092890,1070168240,Mebrure Aksoley,0
893588,1040996422,Harald Wartooth,0
881724,1074011244,Frieda Lawrence,0
58657782,1066112141,Elaeus (Attica),0
63997152,1011325100,Sarah Cotter,0
45592556,982816920,1995 in Laos,0
10189787,1074382783,Margaret Greville,0
12007823,1078072795,Pasgen ap Cyngen,0
42507119,1079954566,Murder of Peggy Johnson,0
37255175,1077879972,Rugova (sword dance),0
11459834,988364699,Constantine of Strathclyde,0
54290542,1068021173,Turgut Alp,0
6484647,1040898654,Adèle de Batz de Trenquelléon,0
16783577,979489865,1893 in France,0
57370887,1068982636,Siege of Harran,0
23135756,1004402032,Vera Trefilova,0
13096036,1018591923,Ælfgar of Elmham,0
20052346,1079088108,Anna von Schweidnitz,0
33956131,1079077523,"Herman I, Count of Henneberg",0
50502543,827350998,Battle of Pritzlawa,0
69515109,1061711316,Mithrobouzanes of Sophene,0
11342884,964667214,Mampali,0
42166421,1078522247,Szlama Ber Winer,0
45274391,1063782166,Maria Pogonowska,0
62832623,1022082031,Imperial church system,0
15496531,1069214541,Gopikabai,0
2165722,1070537943,Philoi,0
346646,1056837083,Danilo II (Archbishop of Serbs),0
2280408,977353823,1903 in archaeology,0
10471884,1079682338,Mu'izz al-Dawla Thimal,0
53108532,1031666299,Sheila Patterson,0
41334418,1038749574,Aspasia the Physician,0
3535274,1073437630,Saxon Wars,0
3540226,1047905520,"David Ruthven, 2nd Lord Ruthven of Freeland",0
56948261,1079746752,List of shipwrecks in April 1844,0
22256353,1056606708,Anne Murray (gentlewoman),0
29407631,1053982424,"John I, Count of Aumale",0
13112404,1033650085,Forthhere,0
498062,1076725318,Flag of the Georgian Soviet Socialist Republic,0
46545431,1036959934,"Gonçalo Coutinho, 2nd Count of Marialva",0
12332461,1053324954,Kalkriese,0
7201975,1062407296,Seton Lloyd,0
48562507,1067920146,Krivošije uprising (1869),0
223499,1064690707,Jane Wilde,0
25445695,947279609,George Beresford (bishop),0
49635809,1049007209,Ninetta May Runnals,0
12189588,1064976217,Wynona Lipman,0
1920012,976799205,"Psalter (Bamberg, Staatsbibliothek, MS A. I. 14)",0
8101506,1004855729,1972 in Luxembourg,0
1368805,1060083459,Brisigavi,0
4943835,1078054353,Alma Thomas,0
66126678,1055960187,Women's suffrage in Maine,0
24328107,1007720184,Mercedes de Jesús Egido,0
24674515,1043385378,Klonimir,0
783837,1021499104,Causewayed ring ditch,0
28194255,1063975360,Barbara Hofland,0
32935616,1076246500,Razlovci uprising,0
15671531,1066019755,Pauline Gower,0
16232879,1074592412,Flo Gibson,0
56649111,1070673902,Duchess of Roxburghe,0
46805585,980861022,Anna Maria Seymour,0
1862783,1072951384,Timeline of Scottish history,0
85439,1077056464,Larsa,0
69503354,1069162927,Alvina Shpady,0
53466876,1041593361,Greeks (disambiguation),0
2020554,1050703226,Baltis,0
3396615,1041501750,Morcant Bulc,0
69159490,1067520021,Consort Yuan (Hong Taiji),0
17081686,1047936121,"Gerard Lisle, 1st Baron Lisle",0
26064075,1057450455,Templum Domini,0
50978103,1033109898,Dinah Elizabeth Pearce,0
57949159,1037159919,Anne Olivier Bell,0
52549605,1034768505,John de Kingston,0
53100489,1037700797,Lucy Hayward Barker,0
22911254,961970514,Maud Hyttenberg,0
38972623,1058796433,Rebecca Lepkoff,0
13061022,1042800714,Margaret Bright Lucas,0
31437778,1059635571,Georges Aaron Bénédite,0
5510560,1070431036,The Book of Sulaym ibn Qays,0
2080044,1060686484,Al-Harith ibn Jabalah,0
3249737,954561647,Psammuthes,0
37277025,1032985088,1618 in Denmark,0
1143894,1048416087,Yoko Watanabe,0
59936585,969375796,Chryse (Aeolis),0
68623375,1069373923,Radovašnica Monastery,0
1076828,1051410403,Cholewa coat of arms,0
68611708,1057609720,Geneva Declaration (1918),0
180882,1068196618,Kingdom of Kent,0
34738657,976708500,"Conrad V, Count of Rietberg",0
13584908,1019506384,Minucius Macrinus,0
45378,1079392354,Bactria,0
32961976,1048733585,Magdalene of Brandenburg (1412–1454),0
1546184,1074830382,Antipatrid dynasty,0
1610350,1077553924,Frances Cress Welsing,0
2163,1052644507,Aeolus,0
245173,1077920222,Great Sphinx of Giza,0
247998,1078256155,Kos,0
14603767,1072717037,Lucy Diggs Slowe,0
27898275,1017013744,Orazio Marucchi,0
24205836,1063566646,Bernard Bachrach,0
36392668,1057466966,Flag of Glamorgan,0
8936715,1045363289,Guilford Puteal,0
31913904,1059815919,1883 in Denmark,0
9894336,1035120241,Mariska Karasz,0
1002462,1040251401,Tigranocerta,0
70286454,1076839080,Otto Wilhelm Christian Schack,0
11729020,1020494283,Orestes and Electra,0
33379610,1071777464,Mary O'Brien (philosopher),0
66285453,1043039888,Nazan Maksudyan,0
36698216,1034396398,2012 Summer Olympics closing ceremony flag bearers,0
2093466,1070640543,Harthacnut I of Denmark,0
60712,1073316748,214 BC,0
40927625,971857540,John Kantakouzenos (pinkernes),0
45675960,1058396760,Marina Chechneva,0
16595086,1059972307,1690s in Scotland,0
19081247,762450834,Mamercus,0
16931531,1060800322,Pausanias of Macedon,0
6414940,1078429784,Hugh J. Grant,0
18397909,1037884070,List of works by Lucian,0
6127649,976090382,Cathy Rosier,0
3061134,1050109485,Josippon,0
36808177,1076049876,John of Burgundy (1231–1268),0
60601915,1011915060,Zvenigorodsky seal,0
54681004,1037893282,Felicità Sartori,0
1295279,1068048034,Evalyn Walsh McLean,0
11650156,1061745088,Gaius Laelius Sapiens,0
63574749,994938230,Seppiena gens,0
42335308,1067273893,Martha Annie Whiteley,0
16358483,1072907302,Florinda Donner,0
54398567,1077860541,Alam al Jabarut,0
14615103,1070269483,Gaius Ateius Capito (jurist),0
2672899,1078492609,Bleddyn ap Cynfyn,0
47872332,1037312366,The Pioneer Mother Memorial,0
55487589,1057392496,Johanna of Hachberg-Sausenberg,0
3005163,1075718088,Višeslav of Serbia,0
34230249,1075262127,List of shipwrecks in April 1944,0
2891369,960781002,Friedrich Hauser,0
36915676,961231901,Flag of Montgomeryshire,0
65876073,1078101144,Mary Lindsay Elmendorf,0
25225,1076460113,Quaestor,0
63604716,1013693581,Frida Wattenberg,0
7336707,1061982016,Emblem of the Lithuanian Soviet Socialist Republic,0
51068666,1074623469,HMHS Letitia (1912),0
50115892,1012678276,Mary Elizabeth Downey,0
399881,1079961646,"Elizabeth Pierrepont, Duchess of Kingston-upon-Hull",0
968302,1075051769,Gwen Harwood,0
55749175,1014181276,Leinth,0
23975182,1046671586,Semachos,0
52920954,1071052342,Sappho Painter,0
4708125,964325780,Seize quartiers,0
843490,1004552063,Albion (Blake),0
43782948,1075261421,List of shipwrecks in 1849,0
17115676,1050897718,Idel Ural Legion,0
1372593,1002138753,Menander Rhetor,0
47661090,1016431594,1596 in France,0
5458855,1071022580,John Doukas (Caesar),0
53835050,1014141877,Mary Lascelles,0
4556491,1007807608,Struthas,0
532867,1079376221,Rumelihisarı,0
5407464,1064742530,Teresa Billington-Greig,0
19650451,1077707831,Elinor Guggenheimer,0
5148990,1059122104,"Robert III, Count of Loritello",0
80589,1068611504,Pelopia,0
53921502,1064620521,Pierus of Emathia,0
35084,1045405637,1604,0
9365390,1056565040,Calcaria,0
42670752,1028029490,Geoffrey Kellow,0
14676168,1065012258,Catharina Ahlgren,0
49955033,1070595089,Félicie Schneider,0
2095556,1078459172,English and Welsh bastardy laws,0
58156530,955155757,Calandro River,0
2637697,1067347581,Despatch (brig),0
28973745,1041570143,Nisan-years,0
96809,1073015959,Hereward the Wake,0
803597,1076594598,Ecumene,0
13968,1070442346,Haggai,0
322375,1079808396,Phyllis Schlafly,0
55667591,1056938670,Ana Cofiño,0
1070849,1063718168,Muwatalli II,0
25572331,1063029048,Éléonore de Bourbon,0
27036888,1063237421,Golden Calf of Gozo,0
1527116,1068447602,Vittoria Accoramboni,0
459364,1052552052,Flag of the British Virgin Islands,0
32294614,1041013356,Serbian nobility conflict (1369),0
10738800,1075112594,Therese of Saxe-Hildburghausen,0
45332074,1053305803,Charlotta Arfwedson,0
2305159,1068781691,Vrouw Maria,0
36335383,1005787613,Vinkovci Treasure,0
9182718,1038957187,Capture of Yanbu (1811),0
20367619,1069999896,Princess Margherita of Bourbon-Parma,0
40559624,1008097989,Carla Obermeyer,0
48802298,988855711,Lucy Whitehead McGill Waterbury Peabody,0
25467025,1038140175,The Revenue Society,0
57758289,1072591314,The Woman's Building (Chicago),0
23503308,972009189,Dimnus,0
35543097,788217649,Alberto de las Casas,0
15868065,1031562805,Hippo (philosopher),0
28128438,1030547668,Patrick Hume of Polwarth,0
42841355,1072207645,Dilfirib Kadın,0
1648378,1076246496,Moses ibn Ezra,0
34121810,1015115220,Lucille Western,0
2678533,1051285936,Siceliotes,0
30829458,1059717941,Isabella Girardeau,0
